epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
1,0.5496999766123105,0.46241891465231005,0.8634632080653449,0.888731396172927,0.0001
2,0.3754168149535265,0.3291401446710488,0.9134463757330924,0.9282778171509568,0.0001
