epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
1,0.15198920134083815,0.14819142701860694,0.983610623859388,0.9897944720056697,1e-06
2,0.14119153645098634,0.13607678292682204,0.9877389748223746,0.9927710843373494,1e-06
