epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
1,0.24011486227582188,0.17691629185353838,0.9555980793422988,0.9784549964564139,1e-05
2,0.17524590865037626,0.1484791823729482,0.9768776909583798,0.9882352941176471,1e-05
